day_of_week,hour_of_day,category,items_count
0,13,first aid,3
0,7,asian foods,3
0,9,plates bowls cups flatware,3
0,23,cookies cakes,9
0,12,digestion,3
1,9,fresh fruits,198
1,16,fresh vegetables,198
1,5,milk,3
1,13,breakfast bars pastries,6
1,13,food storage,12
1,13,condiments,6
1,10,coffee,6
1,15,honeys syrups nectars,12
1,9,laundry,6
1,8,food storage,3
1,8,ice cream ice,3
2,19,buns rolls,6
2,6,skin care,3
2,17,cleaning products,3
3,23,more household,2
3,16,canned jarred vegetables,14
3,19,other,2
3,21,candy chocolate,4
3,16,beers coolers,10
3,22,honeys syrups nectars,2
3,10,hot cereal pancake mixes,8
3,23,missing,2
0,13,cocoa drink mixes,3
0,19,other creams cheeses,9
0,2,soy lactosefree,6
0,12,frozen breakfast,15
0,18,indian foods,3
0,20,baking supplies decor,3
0,20,buns rolls,12
0,21,salad dressing toppings,3
1,11,packaged produce,27
1,11,crackers,18
1,13,fresh dips tapenades,6
1,8,meat counter,3
2,14,canned jarred vegetables,15
2,19,frozen produce,15
2,20,chips pretzels,15
2,13,canned fruit applesauce,6
2,11,poultry counter,6
2,5,chips pretzels,3
2,10,frozen pizza,6
2,8,frozen pizza,3
3,16,oils vinegars,10
3,14,hair care,2
3,0,hot cereal pancake mixes,4
3,20,frozen meals,10
0,1,butter,3
0,18,hot cereal pancake mixes,3
0,9,deodorants,6
0,8,body lotions soap,3
0,10,grains rice dried goods,9
0,5,hot cereal pancake mixes,3
0,10,bakery desserts,3
1,15,breakfast bakery,15
1,18,preserved dips spreads,6
1,11,vitamins supplements,6
2,21,packaged vegetables fruits,24
2,14,cold flu allergy,3
2,15,preserved dips spreads,6
2,11,asian foods,3
2,15,cold flu allergy,3
2,13,diapers wipes,3
3,19,fresh vegetables,64
3,23,condiments,4
3,21,kitchen supplies,2
3,18,packaged seafood,2
0,14,crackers,42
0,18,lunch meat,21
0,8,fresh herbs,12
0,6,frozen appetizers sides,3
0,22,nuts seeds dried fruit,3
0,10,salad dressing toppings,3
0,12,fresh pasta,6
0,0,popcorn jerky,3
1,5,hot dogs bacon sausage,3
1,14,packaged cheese,63
1,21,cold flu allergy,3
1,12,packaged cheese,36
1,7,packaged vegetables fruits,33
1,12,vitamins supplements,3
1,17,frozen dessert,3
1,16,prepared soups salads,3
1,7,nuts seeds dried fruit,3
1,9,packaged meat,3
2,12,soft drinks,15
2,6,milk,3
2,17,packaged poultry,6
2,7,soy lactosefree,27
2,14,candy chocolate,48
2,14,poultry counter,6
2,21,milk,3
3,19,meat counter,2
3,2,candy chocolate,4
0,6,packaged vegetables fruits,12
0,21,hot dogs bacon sausage,3
0,7,fresh dips tapenades,18
0,16,facial care,3
0,9,coffee,12
0,0,nuts seeds dried fruit,3
1,11,fresh herbs,18
1,16,fresh dips tapenades,18
1,19,lunch meat,12
1,16,laundry,9
1,15,eggs,27
1,18,soft drinks,15
1,12,paper goods,6
1,23,vitamins supplements,6
1,7,breakfast bakery,9
1,16,food storage,3
1,12,spices seasonings,6
1,12,condiments,3
2,14,oils vinegars,15
2,14,lunch meat,24
2,8,ice cream ice,24
2,11,soy lactosefree,18
2,19,spices seasonings,30
2,18,deodorants,3
3,11,canned meals beans,8
3,6,fruit vegetable snacks,2
3,17,food storage,6
0,21,packaged vegetables fruits,36
0,16,body lotions soap,15
0,1,bakery desserts,3
0,15,chips pretzels,63
0,16,canned fruit applesauce,12
0,10,energy granola bars,57
0,8,feminine care,6
0,11,baking ingredients,21
0,21,meat counter,6
0,3,ice cream ice,3
0,23,dry pasta,3
0,14,deodorants,3
1,14,missing,15
1,10,digestion,3
1,7,fresh pasta,6
1,7,canned meat seafood,3
1,19,packaged poultry,9
2,22,prepared meals,3
2,11,beers coolers,6
2,11,cookies cakes,27
2,16,nuts seeds dried fruit,12
2,11,canned meals beans,6
2,13,cream,21
2,7,packaged seafood,3
2,8,cold flu allergy,3
2,15,deodorants,3
3,12,fresh vegetables,56
3,11,dry pasta,4
3,12,fresh dips tapenades,6
3,17,spices seasonings,2
0,10,fresh herbs,63
0,14,spices seasonings,12
0,17,granola,9
0,8,chips pretzels,30
0,7,refrigerated,12
0,14,packaged produce,27
0,20,asian foods,3
0,23,hot dogs bacon sausage,3
1,14,hot dogs bacon sausage,12
1,12,canned jarred vegetables,12
1,15,refrigerated,42
1,12,food storage,3
1,10,soup broth bouillon,21
1,12,cleaning products,3
1,14,spices seasonings,3
2,12,frozen meals,15
2,17,packaged vegetables fruits,60
2,12,cleaning products,12
2,2,baby food formula,18
2,14,buns rolls,3
2,15,red wines,3
3,13,digestion,2
3,17,tea,2
3,2,frozen produce,2
3,11,canned meat seafood,2
3,16,breakfast bars pastries,2
3,23,first aid,6
0,18,poultry counter,6
0,13,paper goods,45
0,8,frozen meat seafood,6
0,15,popcorn jerky,12
0,19,juice nectars,15
0,23,nuts seeds dried fruit,3
1,18,packaged vegetables fruits,81
1,16,fresh herbs,12
1,19,bread,30
1,17,spreads,27
1,14,cereal,27
1,21,frozen vegan vegetarian,9
1,20,fresh herbs,3
1,7,coffee,3
1,7,grains rice dried goods,3
1,16,packaged produce,9
1,12,baby food formula,18
1,20,cold flu allergy,3
2,10,packaged vegetables fruits,48
2,17,refrigerated,30
2,22,fresh dips tapenades,12
2,11,hair care,3
2,17,soup broth bouillon,24
2,16,tortillas flat bread,9
2,21,muscles joints pain relief,3
2,18,spreads,18
2,15,prepared meals,3
2,6,fresh vegetables,9
3,13,fresh vegetables,136
3,16,instant foods,10
3,11,spices seasonings,4
3,7,preserved dips spreads,2
3,8,lunch meat,6
3,12,laundry,2
3,7,poultry counter,2
3,19,spirits,2
0,18,fresh herbs,21
0,10,tea,6
0,9,cream,27
0,17,instant foods,45
0,17,lunch meat,36
0,9,eggs,27
0,11,missing,9
0,18,frozen breakfast,3
0,14,food storage,3
0,3,packaged vegetables fruits,12
0,7,bread,12
0,16,candy chocolate,24
0,19,protein meal replacements,3
1,16,oils vinegars,12
1,11,food storage,3
1,8,cream,24
1,7,frozen appetizers sides,18
1,20,fresh dips tapenades,6
1,15,canned meat seafood,3
1,11,soap,3
2,11,coffee,18
2,7,paper goods,15
2,19,candy chocolate,12
2,20,paper goods,15
2,20,refrigerated,21
2,16,soup broth bouillon,9
2,13,canned jarred vegetables,24
3,19,pasta sauce,2
3,15,other,6
3,0,chips pretzels,2
3,10,frozen meat seafood,6
3,21,frozen pizza,2
3,20,tea,2
3,13,grains rice dried goods,4
3,1,dish detergents,2
0,11,frozen produce,63
0,0,lunch meat,3
0,10,popcorn jerky,12
0,10,pickled goods olives,9
0,18,frozen appetizers sides,15
0,17,canned meat seafood,6
0,12,body lotions soap,3
0,13,canned fruit applesauce,9
0,21,canned jarred vegetables,3
0,0,hot dogs bacon sausage,3
1,17,baking ingredients,12
1,18,lunch meat,30
1,8,dish detergents,3
1,9,grains rice dried goods,3
1,19,soft drinks,9
2,10,milk,33
2,9,crackers,18
2,13,cereal,12
2,15,fresh herbs,15
2,9,frozen meat seafood,3
2,4,chips pretzels,6
2,0,frozen produce,3
2,14,fruit vegetable snacks,3
3,1,buns rolls,2
3,1,instant foods,2
0,8,packaged cheese,33
0,16,butter,33
0,1,meat counter,3
1,18,frozen dessert,3
1,13,meat counter,6
1,14,seafood counter,6
1,20,preserved dips spreads,3
2,8,other creams cheeses,12
2,14,yogurt,60
2,11,chips pretzels,42
2,12,pasta sauce,12
2,7,ice cream ice,6
2,18,nuts seeds dried fruit,15
2,13,red wines,6
3,19,yogurt,24
3,14,tortillas flat bread,4
3,9,breakfast bars pastries,2
3,21,popcorn jerky,2
3,23,canned fruit applesauce,2
3,22,frozen appetizers sides,2
0,16,poultry counter,24
0,17,poultry counter,15
0,5,fresh fruits,51
0,10,plates bowls cups flatware,6
0,20,chips pretzels,9
0,17,dry pasta,18
0,6,fresh dips tapenades,6
0,20,spreads,9
0,20,lunch meat,18
0,11,air fresheners candles,3
1,18,bread,21
1,10,frozen meals,36
1,9,packaged cheese,45
1,18,cereal,21
1,21,breakfast bakery,3
1,15,crackers,24
1,6,fruit vegetable snacks,3
1,9,other,6
1,17,granola,6
1,19,spices seasonings,6
2,13,soft drinks,24
2,21,fresh fruits,33
2,18,juice nectars,18
2,8,oils vinegars,12
2,16,tea,18
2,7,lunch meat,12
2,7,granola,3
2,13,grains rice dried goods,3
2,13,hot cereal pancake mixes,12
2,5,baking ingredients,3
3,9,frozen vegan vegetarian,4
3,19,butter,10
3,5,chips pretzels,10
3,16,frozen breakfast,6
3,19,preserved dips spreads,2
0,15,soy lactosefree,48
0,19,spices seasonings,9
0,22,fresh vegetables,78
0,16,crackers,72
0,15,breakfast bars pastries,6
0,19,prepared meals,3
1,15,tortillas flat bread,15
1,13,paper goods,24
1,12,frozen produce,21
1,13,frozen dessert,3
1,11,spirits,3
1,9,prepared meals,3
1,14,cocoa drink mixes,3
2,18,refrigerated,12
2,15,poultry counter,18
2,18,packaged vegetables fruits,114
2,14,fresh herbs,39
2,12,refrigerated pudding desserts,3
2,18,soup broth bouillon,9
2,16,cream,12
2,14,granola,3
2,16,spices seasonings,15
2,14,marinades meat preparation,3
2,16,coffee,3
2,20,air fresheners candles,3
2,10,specialty cheeses,3
3,11,ice cream ice,6
3,22,eggs,4
3,0,tea,2
0,14,breakfast bakery,18
0,16,buns rolls,21
0,16,chips pretzels,99
0,23,cream,6
0,16,pasta sauce,36
0,9,butter,27
0,14,butter,9
0,22,breakfast bakery,9
0,22,fresh herbs,3
0,0,meat counter,3
1,10,lunch meat,24
1,17,frozen pizza,15
1,19,frozen meals,15
1,15,juice nectars,33
1,23,butter,3
2,21,condiments,9
2,9,laundry,12
2,13,buns rolls,6
2,10,soy lactosefree,30
2,4,frozen produce,3
2,4,paper goods,6
3,12,fruit vegetable snacks,4
3,6,prepared soups salads,4
3,13,instant foods,12
3,16,breakfast bakery,10
3,8,specialty cheeses,2
3,7,fresh dips tapenades,2
0,18,frozen produce,24
0,16,preserved dips spreads,18
0,14,juice nectars,33
0,14,candy chocolate,21
0,18,dish detergents,3
0,10,dry pasta,24
0,13,eye ear care,3
0,6,oils vinegars,9
0,23,cereal,3
1,15,baking ingredients,24
1,16,cereal,24
1,13,juice nectars,24
1,20,yogurt,27
1,10,crackers,21
1,12,facial care,3
1,10,ice cream ice,3
1,9,beauty,3
2,13,chips pretzels,21
2,11,oils vinegars,12
2,7,pasta sauce,9
2,16,canned jarred vegetables,12
2,16,food storage,3
2,17,specialty cheeses,3
2,1,milk,3
2,21,lunch meat,3
3,15,shave needs,8
3,17,packaged vegetables fruits,70
3,8,soy lactosefree,22
3,7,cream,8
3,15,hot cereal pancake mixes,6
3,15,plates bowls cups flatware,2
3,4,fresh fruits,4
0,19,cream,12
0,11,water seltzer sparkling water,69
0,13,fresh vegetables,411
0,16,energy sports drinks,15
0,22,energy granola bars,3
0,13,missing,9
0,12,eye ear care,3
0,20,energy granola bars,15
1,14,fresh vegetables,195
1,7,fresh vegetables,102
1,15,frozen breakfast,9
1,17,crackers,21
1,13,spreads,12
1,18,frozen vegan vegetarian,18
1,13,grains rice dried goods,12
1,18,cat food care,6
1,0,asian foods,3
2,19,frozen appetizers sides,9
2,16,prepared soups salads,3
2,19,bulk dried fruits vegetables,3
2,22,spreads,6
3,15,milk,14
3,19,paper goods,6
3,16,frozen pizza,8
3,18,chips pretzels,10
3,18,tortillas flat bread,2
3,9,condiments,8
3,10,spices seasonings,6
3,8,skin care,2
3,16,nuts seeds dried fruit,4
3,20,ice cream ice,4
0,17,candy chocolate,6
0,22,oral hygiene,12
0,17,tea,36
0,10,fresh pasta,9
0,21,pasta sauce,3
0,9,refrigerated,21
0,20,butter,6
0,6,frozen breakfast,6
1,10,soft drinks,30
1,21,yogurt,21
1,18,soup broth bouillon,27
1,14,crackers,18
1,13,refrigerated,12
1,21,poultry counter,3
1,11,more household,3
1,19,hot dogs bacon sausage,15
1,8,popcorn jerky,3
1,1,paper goods,3
2,9,energy granola bars,18
2,15,eggs,15
2,9,fresh herbs,15
2,19,packaged vegetables fruits,33
2,16,cold flu allergy,3
2,20,juice nectars,12
2,11,popcorn jerky,27
2,22,canned meat seafood,9
2,22,popcorn jerky,6
2,16,fresh dips tapenades,12
2,14,soup broth bouillon,9
2,2,hot cereal pancake mixes,3
3,18,fresh vegetables,24
3,16,poultry counter,6
0,12,water seltzer sparkling water,54
0,9,condiments,15
0,5,eggs,6
0,16,oils vinegars,21
0,15,missing,15
0,9,breakfast bakery,18
0,9,specialty cheeses,9
0,12,frozen breads doughs,3
0,14,indian foods,12
0,23,cleaning products,9
0,11,preserved dips spreads,6
0,14,popcorn jerky,12
1,17,soy lactosefree,45
1,11,asian foods,9
1,10,fresh vegetables,147
1,8,butter,6
2,15,yogurt,42
2,14,tea,15
2,10,bread,30
2,19,fresh fruits,105
2,8,cream,6
2,17,hair care,9
3,21,water seltzer sparkling water,4
3,9,hot dogs bacon sausage,4
3,20,bread,10
3,16,spreads,6
3,2,packaged cheese,6
3,7,nuts seeds dried fruit,2
0,9,canned jarred vegetables,21
0,16,baby food formula,24
0,12,butter,48
0,14,milk,96
0,20,eggs,24
0,13,canned jarred vegetables,30
0,13,baking ingredients,27
0,19,paper goods,12
0,13,honeys syrups nectars,6
1,18,nuts seeds dried fruit,12
1,11,condiments,3
1,20,white wines,3
1,9,poultry counter,9
2,18,fresh dips tapenades,12
2,19,bakery desserts,3
2,18,popcorn jerky,9
2,16,frozen meat seafood,3
2,12,doughs gelatins bake mixes,9
2,11,prepared soups salads,3
2,7,baby food formula,12
3,17,dish detergents,8
3,5,missing,2
3,19,oils vinegars,4
3,13,poultry counter,4
3,13,ice cream toppings,2
0,11,oils vinegars,30
0,18,water seltzer sparkling water,36
0,8,lunch meat,18
0,9,chips pretzels,66
0,20,frozen produce,9
1,16,paper goods,15
1,8,frozen produce,36
1,9,instant foods,24
1,20,soy lactosefree,15
1,12,cookies cakes,9
1,10,protein meal replacements,3
1,8,fresh herbs,9
1,15,candy chocolate,21
1,15,energy sports drinks,3
1,19,kitchen supplies,6
2,13,laundry,3
2,17,prepared meals,6
2,0,eggs,6
2,19,fresh dips tapenades,9
2,11,buns rolls,6
2,17,dish detergents,6
3,7,breakfast bakery,4
3,17,paper goods,6
3,14,facial care,2
3,12,breakfast bakery,4
3,6,baby food formula,2
3,23,paper goods,4
3,11,asian foods,2
0,8,frozen produce,36
0,10,other creams cheeses,33
0,19,tortillas flat bread,6
0,12,energy sports drinks,15
0,15,canned jarred vegetables,15
0,18,soft drinks,6
0,3,breakfast bakery,3
1,9,food storage,3
1,17,tofu meat alternatives,6
1,7,cereal,18
1,17,asian foods,3
2,12,hot dogs bacon sausage,15
2,18,milk,48
2,8,frozen meals,9
2,18,prepared soups salads,6
2,13,asian foods,3
2,12,butter,15
2,2,refrigerated,3
2,10,mint gum,3
3,15,crackers,14
3,12,frozen produce,10
3,20,packaged poultry,4
3,2,soy lactosefree,2
3,13,preserved dips spreads,4
3,22,asian foods,2
3,18,hair care,4
3,4,butter,2
3,4,oils vinegars,4
0,19,fresh dips tapenades,18
0,13,eggs,42
0,15,poultry counter,18
0,6,baby food formula,3
0,13,dish detergents,6
0,8,coffee,9
0,17,preserved dips spreads,3
0,18,frozen dessert,3
0,23,fruit vegetable snacks,6
1,11,eggs,27
1,14,frozen meals,9
1,21,butter,9
1,15,frozen pizza,12
1,14,refrigerated,33
1,14,canned jarred vegetables,21
1,22,packaged poultry,3
1,16,hot cereal pancake mixes,15
1,15,soap,3
1,14,food storage,3
1,16,frozen breakfast,27
2,9,other creams cheeses,24
2,14,refrigerated,33
2,15,frozen breakfast,3
2,23,fresh fruits,24
2,18,condiments,12
2,14,baby food formula,6
2,19,salad dressing toppings,3
2,18,laundry,3
2,4,packaged produce,3
2,20,other creams cheeses,6
3,19,energy granola bars,4
3,19,packaged cheese,22
3,11,yogurt,66
3,23,packaged vegetables fruits,8
3,5,crackers,8
3,5,packaged vegetables fruits,6
3,10,energy granola bars,12
3,23,frozen pizza,4
3,21,plates bowls cups flatware,2
3,21,milk,4
3,16,energy granola bars,6
3,18,frozen appetizers sides,6
0,8,milk,39
0,10,packaged meat,9
0,1,canned jarred vegetables,3
0,9,poultry counter,9
0,16,marinades meat preparation,15
0,13,popcorn jerky,9
0,19,baking ingredients,12
0,6,lunch meat,6
0,14,spirits,3
0,22,fruit vegetable snacks,3
1,19,packaged vegetables fruits,60
1,5,fresh fruits,18
1,14,marinades meat preparation,12
1,6,dish detergents,3
1,15,salad dressing toppings,6
1,10,breakfast bars pastries,3
1,16,marinades meat preparation,3
2,11,spices seasonings,6
2,9,meat counter,6
2,14,dish detergents,9
2,10,frozen vegan vegetarian,3
2,22,breakfast bars pastries,6
2,5,water seltzer sparkling water,6
2,14,tortillas flat bread,3
2,15,breakfast bakery,6
2,11,fruit vegetable snacks,6
3,11,fresh vegetables,70
3,8,water seltzer sparkling water,16
3,6,crackers,2
3,19,coffee,2
3,17,canned meals beans,4
0,10,cream,24
0,22,instant foods,3
0,11,coffee,18
0,18,missing,12
0,11,protein meal replacements,6
0,18,bakery desserts,3
1,18,coffee,18
1,12,salad dressing toppings,3
1,11,buns rolls,3
1,14,buns rolls,3
1,9,canned jarred vegetables,3
2,16,chips pretzels,27
2,12,fresh dips tapenades,15
2,17,fresh dips tapenades,27
2,16,dish detergents,3
2,11,paper goods,21
2,10,eye ear care,3
2,11,fresh herbs,6
2,21,fruit vegetable snacks,3
2,22,laundry,3
2,17,energy sports drinks,3
3,7,packaged produce,4
3,7,ice cream ice,2
3,18,bread,12
3,19,poultry counter,2
0,15,seafood counter,9
0,14,pasta sauce,21
0,8,dry pasta,15
0,17,hot dogs bacon sausage,33
0,12,soup broth bouillon,39
0,14,prepared soups salads,9
0,8,tofu meat alternatives,3
0,10,frozen dessert,3
0,12,spirits,3
1,9,soup broth bouillon,24
1,22,frozen produce,6
1,9,hot dogs bacon sausage,18
1,22,frozen meals,12
1,21,energy granola bars,3
1,7,cleaning products,3
1,10,frozen dessert,3
1,0,lunch meat,3
1,7,honeys syrups nectars,3
2,15,condiments,12
2,14,chips pretzels,27
2,15,baking ingredients,12
2,17,packaged produce,12
2,2,soy lactosefree,3
2,11,spreads,3
3,8,fresh vegetables,40
3,8,vitamins supplements,4
3,11,energy granola bars,6
3,15,oral hygiene,2
3,7,specialty wines champagnes,2
3,14,frozen pizza,4
3,16,red wines,8
3,12,condiments,4
0,22,tofu meat alternatives,3
0,6,packaged meat,3
0,15,fresh dips tapenades,15
0,14,energy granola bars,42
0,11,chips pretzels,48
0,9,frozen produce,30
0,13,cream,30
0,15,bakery desserts,6
0,16,cocoa drink mixes,3
1,16,canned meals beans,24
1,10,air fresheners candles,3
1,11,lunch meat,21
1,14,tofu meat alternatives,9
1,8,eggs,18
1,14,dry pasta,9
1,0,energy granola bars,6
1,16,instant foods,18
2,20,spreads,6
2,0,buns rolls,3
2,22,digestion,3
2,22,mint gum,6
2,4,fruit vegetable snacks,6
2,10,frozen breakfast,3
3,21,fresh dips tapenades,4
3,20,cat food care,12
0,11,packaged vegetables fruits,234
0,11,frozen breakfast,30
0,15,baby food formula,9
0,18,frozen pizza,18
0,9,bulk grains rice dried goods,6
0,12,prepared soups salads,3
0,20,breakfast bakery,6
0,14,baby accessories,3
1,21,candy chocolate,6
1,16,other creams cheeses,9
1,22,candy chocolate,9
2,18,lunch meat,27
2,11,meat counter,3
2,13,canned meat seafood,9
2,8,eggs,12
2,13,butter,12
2,15,tofu meat alternatives,6
2,19,juice nectars,9
2,10,packaged poultry,3
3,15,water seltzer sparkling water,50
3,9,preserved dips spreads,2
3,10,frozen vegan vegetarian,2
3,14,tea,2
3,20,fresh herbs,4
0,13,salad dressing toppings,24
0,14,fresh fruits,402
0,16,doughs gelatins bake mixes,9
0,16,specialty cheeses,18
0,6,coffee,3
0,18,dry pasta,18
0,12,deodorants,6
0,19,food storage,3
0,17,frozen vegan vegetarian,21
0,7,fruit vegetable snacks,3
0,17,kosher foods,3
0,23,frozen produce,3
1,13,fresh fruits,171
1,6,latino foods,3
1,14,prepared meals,3
1,17,salad dressing toppings,12
1,21,ice cream toppings,3
1,13,baking supplies decor,6
2,14,grains rice dried goods,12
2,14,cookies cakes,9
2,14,nuts seeds dried fruit,9
2,7,hot dogs bacon sausage,12
2,10,candy chocolate,9
2,0,water seltzer sparkling water,3
3,22,fresh fruits,54
3,15,paper goods,22
3,16,marinades meat preparation,4
3,16,latino foods,2
3,17,dog food care,4
0,11,fruit vegetable snacks,18
0,19,candy chocolate,6
0,10,condiments,18
0,15,honeys syrups nectars,9
0,19,cleaning products,12
0,23,bread,6
0,23,lunch meat,6
0,15,grains rice dried goods,6
0,2,doughs gelatins bake mixes,3
0,1,coffee,6
0,20,granola,3
1,6,milk,9
1,14,candy chocolate,9
1,17,grains rice dried goods,3
1,21,cleaning products,6
1,23,soft drinks,3
1,23,refrigerated,3
1,22,canned meals beans,3
1,19,body lotions soap,3
1,9,butter,6
1,20,cleaning products,3
1,17,frozen meat seafood,3
2,8,crackers,21
2,20,fresh dips tapenades,3
2,12,packaged poultry,3
2,5,other creams cheeses,3
3,8,yogurt,30
3,23,asian foods,2
3,13,body lotions soap,2
3,9,frozen breakfast,18
3,17,cream,4
0,18,ice cream ice,39
0,14,tea,18
0,22,canned meat seafood,3
0,17,laundry,12
0,13,cleaning products,18
0,10,hot cereal pancake mixes,3
0,17,soft drinks,30
0,21,fresh herbs,6
0,13,packaged poultry,9
0,15,doughs gelatins bake mixes,6
0,22,honeys syrups nectars,3
0,23,frozen meals,6
0,22,frozen appetizers sides,3
1,8,cereal,33
1,9,chips pretzels,45
1,6,canned meals beans,3
1,8,nuts seeds dried fruit,18
1,21,paper goods,6
1,11,frozen meat seafood,3
1,11,hair care,6
1,16,packaged poultry,6
1,22,other creams cheeses,3
1,1,refrigerated,3
1,8,condiments,3
2,12,frozen produce,18
2,22,cleaning products,6
2,12,cat food care,9
2,10,baking ingredients,12
2,15,nuts seeds dried fruit,9
2,17,canned meat seafood,3
2,4,bread,3
2,17,skin care,3
3,8,fresh dips tapenades,4
3,12,popcorn jerky,2
3,21,frozen produce,6
3,14,chips pretzels,18
3,15,butter,6
3,9,soft drinks,4
3,20,frozen breakfast,4
3,12,tofu meat alternatives,6
3,16,eggs,4
3,15,facial care,2
0,17,fresh vegetables,333
0,19,soup broth bouillon,15
0,9,soy lactosefree,36
0,10,frozen produce,93
0,10,asian foods,9
0,5,dish detergents,3
0,0,frozen appetizers sides,3
1,14,milk,42
1,22,frozen vegan vegetarian,9
1,12,bread,24
1,7,frozen pizza,9
1,10,paper goods,24
1,21,other creams cheeses,3
2,17,oils vinegars,9
2,4,trail mix snack mix,3
2,20,breakfast bakery,12
3,17,energy sports drinks,8
3,17,cereal,14
3,17,kosher foods,4
3,11,dish detergents,4
3,23,doughs gelatins bake mixes,4
3,12,salad dressing toppings,4
3,12,mint gum,2
3,21,condiments,2
3,18,salad dressing toppings,2
0,11,frozen pizza,15
0,9,dish detergents,6
0,7,oils vinegars,6
0,5,spreads,3
0,17,packaged poultry,9
0,8,soup broth bouillon,18
0,12,specialty cheeses,9
0,23,yogurt,12
0,11,dog food care,6
0,8,doughs gelatins bake mixes,3
0,18,cat food care,3
1,18,pasta sauce,12
1,19,eggs,15
1,19,juice nectars,9
2,14,frozen breakfast,24
2,8,frozen produce,39
2,8,breakfast bars pastries,15
2,9,soy lactosefree,21
2,15,packaged poultry,3
2,11,mint gum,3
2,18,frozen breakfast,6
3,10,candy chocolate,10
3,9,soup broth bouillon,4
3,16,ice cream ice,20
3,5,juice nectars,4
3,1,asian foods,2
0,14,yogurt,159
0,5,ice cream ice,3
0,17,salad dressing toppings,6
0,15,refrigerated pudding desserts,3
1,10,canned meals beans,6
1,12,frozen appetizers sides,15
1,22,tofu meat alternatives,3
1,18,packaged meat,3
2,8,paper goods,15
2,17,packaged seafood,3
2,21,eye ear care,3
3,17,butter,4
3,20,milk,6
0,17,water seltzer sparkling water,66
0,10,breakfast bars pastries,3
0,14,packaged poultry,15
0,10,packaged poultry,12
0,2,fresh fruits,3
0,19,marinades meat preparation,6
0,7,hot dogs bacon sausage,3
0,15,digestion,3
1,17,juice nectars,24
1,6,pickled goods olives,3
1,18,packaged poultry,9
1,1,condiments,3
2,17,canned meals beans,15
2,17,eggs,18
2,18,dry pasta,15
2,12,trash bags liners,3
2,14,frozen juice,6
2,15,digestion,3
2,9,air fresheners candles,3
2,12,laundry,3
3,23,baking supplies decor,2
3,18,candy chocolate,6
3,11,refrigerated pudding desserts,4
3,14,frozen produce,18
3,14,poultry counter,4
3,9,dry pasta,2
3,18,soup broth bouillon,6
3,12,frozen meals,8
3,0,frozen produce,2
3,1,cereal,2
0,12,packaged cheese,93
0,16,cereal,33
0,18,butter,15
0,8,meat counter,3
0,14,canned meat seafood,3
0,16,spreads,6
0,8,cold flu allergy,6
0,17,eye ear care,3
0,8,laundry,3
0,18,spices seasonings,3
1,21,soup broth bouillon,15
1,10,spreads,36
1,12,lunch meat,9
1,13,cold flu allergy,3
1,20,other creams cheeses,9
1,7,dry pasta,12
1,7,laundry,6
1,8,hot dogs bacon sausage,3
1,9,air fresheners candles,3
2,13,fresh fruits,192
2,22,lunch meat,9
2,16,packaged vegetables fruits,75
2,9,eggs,15
2,15,water seltzer sparkling water,39
2,11,packaged produce,36
2,0,ice cream ice,3
3,9,milk,20
3,21,packaged vegetables fruits,12
3,16,hot dogs bacon sausage,8
3,22,packaged vegetables fruits,24
3,12,oral hygiene,2
3,11,canned fruit applesauce,2
0,14,ice cream ice,66
0,9,canned meat seafood,6
0,22,laundry,3
1,16,bread,36
1,20,packaged cheese,27
1,11,grains rice dried goods,6
1,13,soy lactosefree,15
1,19,fruit vegetable snacks,3
1,15,tea,18
1,19,refrigerated,9
1,23,oral hygiene,3
1,11,dry pasta,12
1,12,marinades meat preparation,6
2,11,granola,3
2,22,other creams cheeses,9
2,22,spices seasonings,6
2,16,frozen pizza,3
2,9,bulk dried fruits vegetables,3
2,9,marinades meat preparation,9
2,16,packaged poultry,3
2,20,cocoa drink mixes,3
2,8,doughs gelatins bake mixes,3
3,17,eggs,14
3,7,food storage,4
3,5,refrigerated,4
3,6,fresh fruits,8
3,14,breakfast bakery,10
3,22,buns rolls,2
3,0,packaged cheese,4
3,17,cat food care,8
3,1,other creams cheeses,2
0,14,instant foods,21
0,11,dish detergents,21
0,21,bread,6
0,7,crackers,9
0,7,soy lactosefree,6
0,10,kosher foods,3
1,11,fresh dips tapenades,12
1,14,packaged produce,18
1,13,tea,9
1,15,chips pretzels,48
1,16,water seltzer sparkling water,24
1,14,hot cereal pancake mixes,12
1,13,fresh pasta,3
1,18,latino foods,3
1,23,frozen breakfast,3
1,14,meat counter,3
1,7,hot cereal pancake mixes,3
2,9,missing,6
2,10,yogurt,60
2,6,hot cereal pancake mixes,6
2,21,eggs,9
2,12,canned fruit applesauce,6
2,11,baking ingredients,6
2,7,frozen appetizers sides,3
2,10,instant foods,6
2,12,tea,27
3,15,laundry,4
3,8,packaged cheese,16
3,15,soup broth bouillon,12
3,9,cat food care,16
0,12,packaged vegetables fruits,240
0,14,eggs,42
0,13,poultry counter,18
0,1,condiments,3
0,12,trash bags liners,15
0,10,cereal,27
0,21,marinades meat preparation,3
0,11,grains rice dried goods,9
0,13,indian foods,3
0,22,frozen breakfast,6
1,7,fresh herbs,9
1,14,frozen breakfast,9
1,23,fresh vegetables,3
1,16,salad dressing toppings,6
1,19,hot cereal pancake mixes,3
2,12,eggs,21
2,16,buns rolls,3
2,14,frozen breads doughs,3
2,11,condiments,3
2,13,soap,6
2,6,lunch meat,3
3,10,breakfast bakery,6
3,11,fresh dips tapenades,10
